url	start	end	label	source_caption
https://www.youtube.com/watch?v=ouvP3twvHhQ	5527.910	5528.510	Israel's	Israel's
https://www.youtube.com/watch?v=ouvP3twvHhQ	5538.490	5539.090	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	5554.340	5554.940	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	5559.830	5560.430	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	5593.760	5594.360	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	5599.970	5600.570	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	5631.600	5632.200	Israelis	Israelis
https://www.youtube.com/watch?v=ouvP3twvHhQ	5633.880	5634.480	Israelis.	Israelis.
https://www.youtube.com/watch?v=ouvP3twvHhQ	5642.730	5643.330	Israelis	Israelis
https://www.youtube.com/watch?v=ouvP3twvHhQ	5654.200	5654.800	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	5660.370	5660.970	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	5777.410	5778.010	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	5786.080	5786.680	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	5795.130	5795.730	Israel's	Israel's
https://www.youtube.com/watch?v=ouvP3twvHhQ	5807.350	5807.950	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	5874.510	5875.110	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	5951.120	5951.720	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	6482.760	6483.360	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	6565.620	6566.220	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	6579.850	6580.450	Israel's	Israel's
https://www.youtube.com/watch?v=ouvP3twvHhQ	6656.190	6656.790	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	6665.140	6665.740	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	6689.450	6690.050	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	6704.780	6705.380	Israel's	Israel's
https://www.youtube.com/watch?v=ouvP3twvHhQ	6708.310	6708.910	Israel?	Israel?
https://www.youtube.com/watch?v=ouvP3twvHhQ	6729.490	6730.090	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	6735.780	6736.380	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	6743.960	6744.560	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	6749.710	6750.310	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	6754.010	6754.610	Israel's	Israel's
https://www.youtube.com/watch?v=ouvP3twvHhQ	6793.590	6794.190	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	6805.060	6805.660	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	6858.490	6859.090	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	6935.100	6935.700	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	7014.420	7015.020	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	7020.960	7021.560	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	7054.540	7055.140	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	7054.800	7055.400	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	7074.610	7075.210	Israel.	Israel.
https://www.youtube.com/watch?v=ouvP3twvHhQ	7075.260	7075.860	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	7090.110	7090.710	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	7132.870	7133.470	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	7135.820	7136.420	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	7165.420	7166.020	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	7166.490	7167.090	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	7168.920	7169.520	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	7205.600	7206.200	Israel,	Israel,
https://www.youtube.com/watch?v=ouvP3twvHhQ	7253.060	7253.660	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	7258.100	7258.700	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	7297.290	7297.890	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	7342.120	7342.720	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	7388.390	7388.990	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	7405.590	7406.190	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	7438.930	7439.530	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	7449.860	7450.460	Israel,	Israel,
https://www.youtube.com/watch?v=ouvP3twvHhQ	7488.680	7489.280	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	7571.050	7571.650	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	7573.120	7573.720	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	7602.790	7603.390	Israel.	Israel.
https://www.youtube.com/watch?v=ouvP3twvHhQ	7856.140	7856.740	Israelis	Israelis
https://www.youtube.com/watch?v=ouvP3twvHhQ	7870.360	7870.960	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	7923.920	7924.520	Israel's	Israel's
https://www.youtube.com/watch?v=ouvP3twvHhQ	7966.190	7966.790	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	7992.590	7993.190	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	8115.120	8115.720	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	8127.170	8127.770	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	8146.970	8147.570	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	8182.530	8183.130	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	8199.900	8200.500	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	8250.860	8251.460	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	8265.610	8266.210	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	8282.880	8283.480	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	8401.410	8402.010	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	8409.340	8409.940	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	8469.780	8470.380	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	8584.020	8584.620	Israel.	Israel.
https://www.youtube.com/watch?v=ouvP3twvHhQ	8640.250	8640.850	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	8642.460	8643.060	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	8644.790	8645.390	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	8756.590	8757.190	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	8799.510	8800.110	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	8807.990	8808.590	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	8860.140	8860.740	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	8904.200	8904.800	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	8950.050	8950.650	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	8951.410	8952.010	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	8955.990	8956.590	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	8973.850	8974.450	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	8984.900	8985.500	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	8992.400	8993.000	Israelis	Israelis
https://www.youtube.com/watch?v=ouvP3twvHhQ	8999.670	9000.270	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	9002.360	9002.960	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	9122.310	9122.910	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	9125.960	9126.560	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	9142.740	9143.340	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	9182.960	9183.560	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	9321.160	9321.760	Israel's	Israel's
https://www.youtube.com/watch?v=ouvP3twvHhQ	9345.600	9346.200	Israelis	Israelis
https://www.youtube.com/watch?v=ouvP3twvHhQ	9641.890	9642.490	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	9655.640	9656.240	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	9693.780	9694.380	Israelis	Israelis
https://www.youtube.com/watch?v=ouvP3twvHhQ	9713.090	9713.690	Israel.	Israel.
https://www.youtube.com/watch?v=ouvP3twvHhQ	9826.290	9826.890	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	9831.820	9832.420	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	9862.670	9863.270	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	9867.680	9868.280	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	9902.410	9903.010	Israelis	Israelis
https://www.youtube.com/watch?v=ouvP3twvHhQ	9908.730	9909.330	Israelis	Israelis
https://www.youtube.com/watch?v=ouvP3twvHhQ	9958.750	9959.350	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	9982.130	9982.730	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	9999.440	10000.040	-Israel	-Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	10096.270	10096.870	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	10102.250	10102.850	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	10127.520	10128.120	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	10192.230	10192.830	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	10194.820	10195.420	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	10204.900	10205.500	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	10217.290	10217.890	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	10250.040	10250.640	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	10281.190	10281.790	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	10304.070	10304.670	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	10305.620	10306.220	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	10315.100	10315.700	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	10355.320	10355.920	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	10358.390	10358.990	Israeli?	Israeli?
https://www.youtube.com/watch?v=ouvP3twvHhQ	10366.680	10367.280	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	10368.650	10369.250	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	10369.680	10370.280	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	10371.980	10372.580	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	10394.380	10394.980	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	10396.500	10397.100	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	10402.240	10402.840	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	10421.710	10422.310	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	10427.510	10428.110	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	10450.180	10450.780	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	10455.580	10456.180	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	10472.710	10473.310	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	10515.260	10515.860	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	10516.730	10517.330	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	10552.630	10553.230	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	10612.060	10612.660	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	10636.960	10637.560	Israeli,	Israeli,
https://www.youtube.com/watch?v=ouvP3twvHhQ	10646.050	10646.650	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	10660.340	10660.940	Israel,	Israel,
https://www.youtube.com/watch?v=ouvP3twvHhQ	10662.990	10663.590	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	10666.780	10667.380	Israel.	Israel.
https://www.youtube.com/watch?v=ouvP3twvHhQ	10668.620	10669.220	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	10683.660	10684.260	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	10684.460	10685.060	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	10702.180	10702.780	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	10785.150	10785.750	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	10788.100	10788.700	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	10822.760	10823.360	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	10826.400	10827.000	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	10832.310	10832.910	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	10859.290	10859.890	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	10861.550	10862.150	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	10864.120	10864.720	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	10868.810	10869.410	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	10874.000	10874.600	Israel?	Israel?
https://www.youtube.com/watch?v=ouvP3twvHhQ	10890.330	10890.930	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	10892.570	10893.170	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	10894.140	10894.740	Israel,	Israel,
https://www.youtube.com/watch?v=ouvP3twvHhQ	10895.630	10896.230	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	10913.790	10914.390	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	10920.100	10920.700	Israeli.	Israeli.
https://www.youtube.com/watch?v=ouvP3twvHhQ	10921.560	10922.160	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	10940.160	10940.760	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	10941.300	10941.900	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	10953.280	10953.880	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	10955.930	10956.530	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	10973.190	10973.790	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	10987.390	10987.990	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	10998.090	10998.690	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	11010.690	11011.290	Israel's	Israel's
https://www.youtube.com/watch?v=ouvP3twvHhQ	11013.260	11013.860	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	11022.720	11023.320	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	11062.910	11063.510	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	11075.740	11076.340	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	11077.100	11077.700	Israel's	Israel's
https://www.youtube.com/watch?v=ouvP3twvHhQ	11080.700	11081.300	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	11102.700	11103.300	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	11145.010	11145.610	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	11148.830	11149.430	Israelis.	Israelis.
https://www.youtube.com/watch?v=ouvP3twvHhQ	11189.050	11189.650	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	11201.210	11201.810	Israel's	Israel's
https://www.youtube.com/watch?v=ouvP3twvHhQ	11209.900	11210.500	Israel,	Israel,
https://www.youtube.com/watch?v=ouvP3twvHhQ	11232.780	11233.380	Israel,	Israel,
https://www.youtube.com/watch?v=ouvP3twvHhQ	11264.960	11265.560	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	11268.890	11269.490	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	11284.580	11285.180	Israel.	Israel.
https://www.youtube.com/watch?v=ouvP3twvHhQ	11292.240	11292.840	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	11298.230	11298.830	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	11302.630	11303.230	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	11303.660	11304.260	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	11330.570	11331.170	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	11339.190	11339.790	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	11349.770	11350.370	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	11352.820	11353.420	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	11357.460	11358.060	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	11361.980	11362.580	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	11367.140	11367.740	Israelis	Israelis
https://www.youtube.com/watch?v=ouvP3twvHhQ	11367.950	11368.550	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	11371.550	11372.150	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	11395.060	11395.660	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	11397.880	11398.480	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	11428.860	11429.460	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	11430.070	11430.670	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	11432.820	11433.420	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	11439.740	11440.340	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	11449.320	11449.920	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	11455.370	11455.970	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	11511.570	11512.170	Israelis.	Israelis.
https://www.youtube.com/watch?v=ouvP3twvHhQ	11516.510	11517.110	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	11517.640	11518.240	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	11530.220	11530.820	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	11543.970	11544.570	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	11555.790	11556.390	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	11607.800	11608.400	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	11626.360	11626.960	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	11651.540	11652.140	Israel,	Israel,
https://www.youtube.com/watch?v=ouvP3twvHhQ	11675.120	11675.720	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	11699.840	11700.440	Israelis.	Israelis.
https://www.youtube.com/watch?v=ouvP3twvHhQ	11715.240	11715.840	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	11723.260	11723.860	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	11724.530	11725.130	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	11734.780	11735.380	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	11746.120	11746.720	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	11756.120	11756.720	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	11785.450	11786.050	Israel.	Israel.
https://www.youtube.com/watch?v=ouvP3twvHhQ	11811.380	11811.980	Israel.	Israel.
https://www.youtube.com/watch?v=ouvP3twvHhQ	11816.240	11816.840	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	11820.160	11820.760	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	11821.570	11822.170	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	11827.090	11827.690	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	11833.340	11833.940	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	11848.710	11849.310	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	11889.790	11890.390	Israel,	Israel,
https://www.youtube.com/watch?v=ouvP3twvHhQ	11900.430	11901.030	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	11904.390	11904.990	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	11908.760	11909.360	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	11913.620	11914.220	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	11934.720	11935.320	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	11942.340	11942.940	Israel's	Israel's
https://www.youtube.com/watch?v=ouvP3twvHhQ	11948.040	11948.640	Israel.	Israel.
https://www.youtube.com/watch?v=ouvP3twvHhQ	11972.280	11972.880	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	11975.810	11976.410	Israel.	Israel.
https://www.youtube.com/watch?v=ouvP3twvHhQ	11982.110	11982.710	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	11985.600	11986.200	Israel.	Israel.
https://www.youtube.com/watch?v=ouvP3twvHhQ	12005.340	12005.940	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	12011.390	12011.990	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	12015.360	12015.960	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	12024.760	12025.360	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	12061.850	12062.450	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	12071.690	12072.290	Israel,	Israel,
https://www.youtube.com/watch?v=ouvP3twvHhQ	12114.810	12115.410	Israel's	Israel's
https://www.youtube.com/watch?v=ouvP3twvHhQ	12123.710	12124.310	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	12139.160	12139.760	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	12140.610	12141.210	Israel	Israel
https://www.youtube.com/watch?v=ouvP3twvHhQ	12144.760	12145.360	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	12145.860	12146.460	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	12156.530	12157.130	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	12158.970	12159.570	Israeli	Israeli
https://www.youtube.com/watch?v=ouvP3twvHhQ	12167.830	12168.430	Israel.	Israel.
